,title,tags
5761,New History Textbook Makes Hatred Of History Come Alive For Students,"education, history, Vol 35 Issue 15, News in Photos, SEE MORE: kids"
5762,Most Offensive Team Names,"Vol 49 Issue 41, Sportsgraphic, SEE MORE: Unsponsored"
5763,"Thunk U For Nobbel Prise, Me Happie Now","Vol 49 Issue 41, SEE MORE: Opinion, Alice Munro, Commentary"
5764,Obamacare Helps Uninsured Americans Become Blindingly Enraged At Insurance Companies,"News in Brief, Vol 49 Issue 41, government, SEE MORE: News, healthcare"
5765,Mothers May Pass Depression To Newborns,"Vol 49 Issue 41, SEE MORE: Opinion, American Voices"
5766,"Kuwait To Medically ‘Detect’ Gay Visitors, Expel Them","Vol 49 Issue 41, SEE MORE: Opinion, American Voices"
5767,"Top Occupations, U.S. Chickens","Vol 39 Issue 21, SEE MORE: Statshot"
5768,Manic-Depressive Friend A Blast While Manic,"News, friends, companions, people, SEE MORE: health, Vol 39 Issue 21"
5769,Nike's Million-Dollar Babies,"SEE MORE: business, Vol 39 Issue 21, American Voices"
5770,"Horoscope for the week of June 4, 2003","Vol 39 Issue 21, SEE MORE: Horoscope"
5771,Vol 50 Issue 01,
5772,Chuckling Cops Attempt To Imitate Sound Of Man Being Hit By Taxi,"News in Brief, Vol 39 Issue 21, SEE MORE: crime, coworkers"
5773,"You Can Be Anything You Want, Says Fictional Character","News, education, Vol 39 Issue 21, SEE MORE: kids"
5774,U.S. Mint Employee Disciplined For Putting Own Face On Nickels,"Vol 39 Issue 21, workplace, News in Photos, SEE MORE: government"
5775,A Mouse Unusual Development,"SEE MORE: Commentary, Vol 39 Issue 21, Jean Teasdale"
5776,Therapist Beginning To Show Cracks In Caring Façade,"News in Brief, SEE MORE: health, Vol 39 Issue 21"
5777,Study Finds Jack Shit,"News, Vol 39 Issue 21, science, SEE MORE: Science & Technology"
5778,To-day's Sermon By Reverend Angus Hustings,
5779,"Angels, Aliens Battle For Imagination Of American People","trends, SEE MORE: patriotism, News, religion, Vol 34 Issue 03"
5780,"Man, This Pepsi Pop-Culture Bottlecap Game Is Fun!","Vol 34 Issue 03, SEE MORE: Pop Culture, Skip Wolf Howl Bunsen, Commentary"
5781,"Horoscope for the week of August 19, 1998","Vol 34 Issue 03, SEE MORE: Horoscope"
5782,The Online Shopping Boom,"Vol 34 Issue 03, SEE MORE: Science & Technology, Infographic"
5783,I Wish Someone Would Visit My Grave,"Catherine Mary Hobart 1791-1814, Family, Commentary, history, death, Vol 34 Issue 03, SEE MORE: Opinion"
5784,Teen Runaway Starts New High-Paying Career,"jobs, Vol 34 Issue 03, News in Photos, Economy, SEE MORE: kids"
5785,"Local News Anchor Happy As Hell, Going To Take It For Long, Long Time","SEE MORE: jobs, Vol 34 Issue 03, News in Photos, mental health, tv"
5786,They Don't Make 'Em Like They Used To,"drugs, automotive, SEE MORE: travel, Commentary, Jim Anchower, Vol 34 Issue 03"
5787,Requiem For Mrs. Zweibel,"SEE MORE: death, rich, Commentary, senior citizens, Vol 34 Issue 03, T. Herman Zweibel"
5788,Hotcake Sales Brisk,"trends, Vol 34 Issue 03, SEE MORE: food, News in Photos, Economy"
5789,Creepy Late-Night Mortgage Ad Gives Insight Into True State Of Economy,"tv, Vol 34 Issue 03, News in Brief, advertising, SEE MORE: Economy"
5790,Man Receives First-Ever Mouse-Heart Transplant,"News, technology, health, SEE MORE: Science & Technology, doctors, animals, Vol 34 Issue 03"
5791,"Winter Olympic Event Guide: Snøkåathlaan, Part 2","SEE MORE: snokaathlaan, Vol 47 Issue 28, Graphical Feature"
5792,Somali Pirates Tow Guy With Stalled Jet Ski,"Vol 45 Issue 08, News in Photos, SEE MORE: World"
5793,Vol 41 Issue 47,
5794,Vol 41 Issue 48,
5795,Vol 41 Issue 02,
5796,Airline Part Of Something Called 'Star Alliance',"News in Brief, Vol 49 Issue 41, SEE MORE: News, business, travel"
5797,High School Football Coach Encourages Player To Shake Off Cognitive Impairment,"SEE MORE: football, Vol 49 Issue 41, high school, Sports News in Brief"
5798,Vol 42 Issue 16,
5799,Edgar LeBlanc,
5800,Vol 42 Issue 20,
5801,Arthur Gibbons,
5802,McDonald’s To Put Books In Happy Meals,"Vol 49 Issue 41, SEE MORE: Opinion, American Voices"
5803,This Milk Is Expired When I Say It Is,"food, Commentary, human interest, Vol 41 Issue 21, SEE MORE: Opinion, Daniel Gordan"
5804,Palmolive Attacks Dawn For Coddling Grease,"SEE MORE: business, News in Brief, war, people, products, Vol 41 Issue 21"
5805,Thousands Dead In Wake Of Low-Carbon Diet,"SEE MORE: business, fitness, News in Brief, trends, Vol 41 Issue 21, death"
5806,Maxwell Linden,
5807,Alternative Training School For Dogs De-Emphasizes Obedience,"animals, SEE MORE: patriotism, Vol 41 Issue 21, education, News in Brief"
5808,Report: Millions Of Courageous Americans Overcoming Media Pressure To Be Thin,"fitness, SEE MORE: News, Vol 49 Issue 35"
5809,Dorcas Walpole,
5810,Germans Making 'Green' Bombs,"American Voices, war, Vol 44 Issue 22, SEE MORE: World, military"
5811,Midwestern Tornado Destroys 4 World's Largest Objects,"News in Brief, Vol 44 Issue 22, natural disasters, SEE MORE: Science & Technology"
5812,Parking-Lot Surveillance Cam,"SEE MORE: TV Listings, Vol 44 Issue 22"
5813,Completely Unnatural Mixed-Race Couple Actually Kind Of Beautiful In A Way,"News, SEE MORE: Lifestyle, Vol 49 Issue 35, relationships, human interest, race, Unsponsored"
5814,Things Amy Winehouse Mumbled Before She Stole Our Coffee Maker,"summer music, drugs, SEE MORE: celebrities, Sunday Magazine, alcohol, Vol 44 Issue 22"
5815,"NRA Sets 1,000 Killed In School Shooting As Amount It Would Take For Them To Reconsider Much Of Anything","guns, SEE MORE: News, Vol 48 Issue 22"
5816,Giraffe Wants To Be Appreciated For More Than Just Her Humongous Neck,"Radio News, Vol 44 Issue 22, SEE MORE: animals"
5817,Poke With Stick Confirms Raccoon's Death,"animals, News in Brief, Vol 44 Issue 22, SEE MORE: Science & Technology"
5818,Man Born To Party Dies Partying,"alcohol, SEE MORE: college, Vol 44 Issue 22, parties, Radio News"
5819,Infants Piling Up At Orphanage’s Old Address,"SEE MORE: people, Vol 44 Issue 29, News in Photos"
5820,Area Father Fails To Forcibly Refold Map,"Vol 44 Issue 22, SEE MORE: Family, Radio News, travel"
5821,The Week In Review,"SEE MORE: Slideshow, Vol 44 Issue 22"
5822,Outdoor Lifestyle,"SEE MORE: Slideshow, Vol 44 Issue 22"
5823,Choir Deployed To Local Senior Center,"senior citizens, SEE MORE: human interest, Radio News, Vol 44 Issue 22"
5824,Fast Food Workers On Strike Across U.S.,"SEE MORE: Opinion, Vol 49 Issue 35, American Voices"
5825,Recession-Plagued Nation Demands New Bubble To Invest In,"News, SEE MORE: business, Vol 44 Issue 29, recession, Economy"
5826,Bush Finds Error In Fermilab Calculations,"News, government, george w. bush, SEE MORE: Science & Technology, Vol 43 Issue 01, science, bush administration"
5827,At Home With Onion Weekender Graphics Director Paul Tobin,"SEE MORE: Lifestyle, Vol 49 Issue 35, Sunday Magazine"
5828,Scientists Grow Miniature Human Brains,"SEE MORE: Opinion, Vol 49 Issue 35, American Voices"
5829,9 Things Introverts Do All The Time,"Slideshow, Lifestyle, Our Annual Year 2013, Vol 49 Issue 35, SEE MORE: celebrities"
5830,Freedom Takes A Hit,"SEE MORE: Opinion, Editorial Cartoon, Vol 49 Issue 35"
5831,"Bricks Goddamned Everywhere, Reports Psychotic Study","mental health, Our Annual Year 2013, SEE MORE: News, Vol 49 Issue 35"
5832,50% Of Americans Oppose Intervention In Syria,"SEE MORE: Opinion, Vol 49 Issue 35, American Voices"
5833,"The Week In Pictures – Week Of September 2, 2013","SEE MORE: News, Vol 49 Issue 35, Slideshow"
5834,Raccoon Leaders Call For Loosening Of Garbage-Can Lids,"Vol 48 Issue 47, SEE MORE: News, Radio News"
5835,Australia Puts 300 Sharks On Twitter,"Vol 50 Issue 01, SEE MORE: Opinion, American Voices"
5836,"My Fellow Americans, Look At Me: Do I Look Like A Corrupt, Vengeful Bully?","Vol 50 Issue 01, SEE MORE: Opinion, Chris Christie, Commentary"
5837,Tough Season - Preview,"SEE MORE: Video, Vol 49 Issue 35"
5838,Mannequin Must Think He’s Some Pretty Hot Shit,"SEE MORE: Lifestyle, News, Vol 50 Issue 01, fashion"
5839,Why Are We Canceling Our Netflix Account?,"Vol 50 Issue 01, SEE MORE: Opinion, Statshot"
5840,Tips For Getting Over The Flu,"Tips, SEE MORE: health, healthcare, Lifestyle, Vol 50 Issue 01, Infographic"
5841,"Son, You’ll Thank Me For Pushing You This Hard When You’re 37 And Miserable","Vol 50 Issue 01, SEE MORE: Opinion, Keith Sanderson, Commentary"
5842,Food Companies Cut 6.4 Trillion Calories From Products,"Vol 50 Issue 01, SEE MORE: Opinion, American Voices"
5843,"Study: Everyone, Everything Linked To Paranoia","Vol 48 Issue 47, SEE MORE: News"
5844,Apes Suffer Midlife Crises,"SEE MORE: Opinion, Vol 48 Issue 47, American Voices"
5845,Obama Funds International Space Station Through 2024,"Vol 50 Issue 01, SEE MORE: Opinion, American Voices"
5846,Study: 80 Percent Of Super Bowl Ads Don't Boost Sales,"Vol 50 Issue 01, SEE MORE: Opinion, American Voices"
5847,Vacationing Man Excited To Try Fast Food Franchise Not Found In Hometown,"SEE MORE: Lifestyle, News, fast food, Vol 50 Issue 01, travel"
5848,Nation's Uncles Enter Last Stage Of Prep For Thursday's Thanksgiving Debates,"News in Brief, Vol 48 Issue 47, SEE MORE: News"
5849,The Onion's Guide To Hosting A Perfect Thanksgiving,"Vol 48 Issue 47, SEE MORE: News, Infographic"
5850,Skip Wolf Howl Bunsen,
5851,Enter to win the chance to customize the name & location in an Onion article,"Vol 48 Issue 47, SEE MORE: Contest"
5852,Americans Celebrate Thanksgiving,"SEE MORE: Opinion, Vol 48 Issue 47, American Voices"
5853,Regal Cinemas Suddenly Realizes It’s Been Playing 'Love And Other Drugs' For Two Years,"Vol 48 Issue 47, News in Photos, SEE MORE: News"
5854,Businesses Fined Most Heavily By The EPA,"Vol 48 Issue 47, Statshot, SEE MORE: News"
5855,Catherine Mary Hobart 1791-1814,
5856,Elmo Puppeteer Resigns Amid Sex Scandal,"SEE MORE: Opinion, Vol 48 Issue 47, American Voices"
5857,New MySpace Security Measures,"Vol 42 Issue 16, SEE MORE: Science & Technology, Infographic"
5858,President's Desire To View Opinion Polls Reaches New Low,"SEE MORE: george w. bush, Vol 42 Issue 16, Radio News"
5859,TomKitten's Silent Birth,"SEE MORE: pregnancy, Vol 42 Issue 16, American Voices"
5860,Expanding Universe Could Allow For 750 Quadrillion More Blockbuster Locations,"Radio News, Vol 42 Issue 16, SEE MORE: movies"
5861,Fat Family Has Fat Pets,"animals, SEE MORE: health, Radio News, Vol 42 Issue 16, Family"
5862,Sound of Children's Laughter Music To Disney Focus-Group Leader's Ears,"kids, SEE MORE: business, Vol 42 Issue 16, News in Brief, advertising"
5863,Former Illinois Governor Found Guilty Of Fraud,"American Voices, SEE MORE: crime, Vol 42 Issue 16, finance"
5864,Lazy Scientists Discover New Cable Channel,"tv, Radio News, Vol 42 Issue 16, SEE MORE: science"
5865,Janet Cosgrove,
5866,Hubble Kaleidoscope Finds Evidence Of Space Looking All Crazy,"space, News, Tech Issue 2010, Vol 46 Issue 52, SEE MORE: Science & Technology"
5867,Many More Chernobyl Victims?,"SEE MORE: death, American Voices, energy, Vol 42 Issue 16"
5868,How Are We Spending Our Tax Refunds?,"SEE MORE: Statshot, Vol 42 Issue 16"
5869,"Asteroid Crashes Earth Day Celebration, Leaving Millions Dead","SEE MORE: death, Vol 42 Issue 16, Radio News, natural disasters, science"
5870,Vol 38 Issue 18,
5871,The War On Terror,"Slideshow, Vol 41 Issue 02, SEE MORE: terrorism"
5872,"January 21, 1961","SEE MORE: History, Vol 41 Issue 02"
5873,How Did We Celebrate MLK Day?,"SEE MORE: Statshot, Vol 41 Issue 02"
5874,"Horoscope for the week of January 12, 2005","Vol 41 Issue 02, SEE MORE: Horoscope"
5875,I Can Instantly Tell Whether Someone Is African-American With My Amazing 'Blackdar',"Shawn Parker, SEE MORE: Opinion, race, Vol 41 Issue 02, Commentary"
5876,"Anti-Racism Laws Mutate Racism Into Newer, Stronger Form","News, SEE MORE: patriotism, disease, culture, trends, race, Vol 41 Issue 02"
5877,Michael Irvin,
5878,The Teacher Shortage,"Vol 41 Issue 02, SEE MORE: education, Infographic"
5879,Zambia Elects Black President,"News, SEE MORE: World, culture, africa, race, Vol 41 Issue 02"
5880,Will Smith: The Black Man Everyone At Work Can Agree On,"race, News in Photos, Vol 41 Issue 02, SEE MORE: celebrities"
5881,Celebrity Disappointed After Meeting Fan,"News in Brief, Vol 41 Issue 02, SEE MORE: celebrities"
5882,Personal Philosophy Stolen From Martin Luther King Jr.,"News in Brief, SEE MORE: race, Vol 41 Issue 02"
5883,Fruit Of Islam Cause Man To Soil Fruit Of Looms,"SEE MORE: race, News in Photos, islam, Vol 41 Issue 02"
5884,MIT Researchers Discover Each Other,"sex, News in Brief, SEE MORE: Science & Technology, relationships, science, Vol 41 Issue 02"
5885,Vol 48 Issue 21,
5886,If Area Dad Steps On Legos One More Time,"News in Brief, Vol 41 Issue 02, parents, SEE MORE: kids"
5887,FBI Agent Is Pretty Cool,"Vol 42 Issue 20, crime, SEE MORE: kids, Radio News, police, parents"
5888,Heroic Computer Dies To Save World From Master's Thesis,"News, Vol 42 Issue 20, college, technology, SEE MORE: education"
5889,I Never Really Learned To Read,"Vol 42 Issue 20, SEE MORE: books, Sunday Magazine"
5890,"May 20, 1902","SEE MORE: History, Vol 42 Issue 20"
5891,Libya To Help U.S.Spread Democracy,"American Voices, SEE MORE: foreign affairs, Vol 42 Issue 20"
5892,Daniel Gordan,
5893,Da Vinci Code Released,"christianity, American Voices, media, Vol 42 Issue 20, SEE MORE: movies"
5894,Horrifying Clamato Nursery Discovered In Mott's Dungeon,"Vol 42 Issue 20, products, Radio News, SEE MORE: crime, drugs"
5895,Vol 41 Issue 35,
5896,Area Grasshopper Kind Of A Thorax Man Himself,"Vol 42 Issue 20, Radio News, SEE MORE: sex"
5897,Tom Cruise Removes Baby Pictures From Tabloid Magazines With High-Level Mental Powers,"Vol 42 Issue 20, Radio News, parents, SEE MORE: kids"
5898,President Bush Invokes Executive Super Powers,"Vol 42 Issue 20, supernatural, SEE MORE: george w. bush, Radio News"
5899,NSA Spying On Journalists,"Vol 42 Issue 20, media, American Voices, SEE MORE: government, bush administration, legal"
5900,Vol 40 Issue 09,
5901,Italian Troops Out Of Iraq,"SEE MORE: war, europe, American Voices, Vol 42 Issue 20"
5902,Wal-Mart P.R.,"trends, SEE MORE: business, Vol 41 Issue 48, media, Infographic"
5903,HMO Targets Blacks With 'Rapping Good' Health Campaign,"News in Brief, SEE MORE: health, race, Vol 41 Issue 02, human interest"
5904,Foppish Dandy Disregards Local Constabulary,"News, SEE MORE: Judgment, Vol 30 Issue 11"
5905,The Ladies' Hats Are Too Big These Days,"Vol 31 Issue 13, SEE MORE: Judgment, T. Herman Zweibel, Commentary"
5906,Horoscopes 4147,"Vol 41 Issue 47, SEE MORE: Horoscope"
5907,Vigilante Judge Takes Law Into Own Hands,"SEE MORE: war, Judgment, Vol 34 Issue 01, News in Brief"
5908,"November 27, 1979","SEE MORE: politicians, drugs, israel, Vol 41 Issue 48, middle east, world leaders, history, History"
5909,Area Guidance Counselor's Door Always Open,"News, Judgment, SEE MORE: education, Vol 33 Issue 25"
5910,Impersonal Trainer Couldn't Give A Fuck What You Do With Those Free Weights,"News in Brief, Vol 41 Issue 48, SEE MORE: human interest, fitness, jobs"
5911,"If You Don't Mind, I'd Like To Take A Crack At Salvaging Your Failing Marriage","SEE MORE: Opinion, Gabe Mulroney, Judgment, Vol 40 Issue 03, Commentary"
5912,RIAA Bans Telling Friends About Songs,"SEE MORE: patriotism, friends, News in Brief, Vol 41 Issue 48, music, legal"
5913,At Least I Got My Ass Kicked By A Name-Brand Crowbar,"Vol 41 Issue 48, crime, Commentary, human interest, products, SEE MORE: Opinion, Brent Waldie"
5914,EU Against Secret Prisons,"Vol 41 Issue 48, prison, SEE MORE: military, foreign affairs, europe, American Voices, legal"
5915,Your Horoscope 4148,"Vol 41 Issue 48, SEE MORE: Horoscope"
5916,Chris christie,
5917,Keith Sanderson,
5918,C-Sections On The Rise,"kids, Vol 41 Issue 48, doctors, trends, SEE MORE: health, American Voices"
5919,Shoplifting Gangs Threaten Retail,"SEE MORE: business, Vol 41 Issue 48, crime, American Voices"
5920,Bush Proposes Trickle-Down Electronics Plan For School Computers,"education, computers, george w. bush, Vol 41 Issue 48, Radio News, SEE MORE: Economy"
5921,Best-Laid Plans Of Mice Mostly Cheese-Related,"News in Brief, food, SEE MORE: Science & Technology, Vol 41 Issue 47, science, animals"
5922,"Despite Lack Of Natural Disaster, Thousands Flee Des Moines, Iowa","Vol 41 Issue 48, Radio News, cities, SEE MORE: natural disasters"
5923,Why Does Everybody Hate Me?,"Commentary, christianity, Vol 41 Issue 47, supernatural, religion, Satan, SEE MORE: Opinion"
5924,Can Of Reddi-Wip Audibly Consumed In Next Cubicle,"SEE MORE: food, Vol 41 Issue 48, coworkers, products, Radio News, jobs"
5925,"Someday, Son, All This Cheap Crap Will Be Yours","Ray Talbot, Family, Commentary, Vol 41 Issue 47, products, SEE MORE: Opinion"
5926,Kite Flyer In The Zone,"News in Photos, SEE MORE: adventure, Vol 40 Issue 30"
5927,What Are We Giving Thanks For?,"Vol 41 Issue 47, Statshot, SEE MORE: holidays"
5928,I Am Threatened By Flavor Crystals vs. Flavor Crystals Rock My World!,"Point/Counterpoint, Vol 30 Issue 11, Edwin L. Gungahey, Skip Wolf Howl Bunsen, SEE MORE: Science & Technology"
5929,Johnny Depp's Indentured Servitude To Tim Burton Ends,"Vol 41 Issue 47, Radio News, movies, SEE MORE: celebrities"
5930,Sony Recalls Risky CDs,"SEE MORE: business, products, Vol 41 Issue 47, technology, American Voices"
5931,"November 22, 1963","SEE MORE: politicians, crime, world leaders, Vol 41 Issue 47, history, death, History"
5932,Eastern Religions: Which One Is Best For Your Abs?,"fitness, Vol 41 Issue 47, SEE MORE: health, religion, Sunday Magazine, asia"
5933,"""Tookie"" To Be Executed?","SEE MORE: politicians, prison, American Voices, Vol 41 Issue 47, death, legal"
5934,Pentagon Gets Twelve Weapons For A Penny From Columbia Missile And Tank Club,"SEE MORE: business, government, war, Vol 41 Issue 47, military, Radio News, shopping"
5935,Woman Forced To Converse Awkwardly With Bank-Promotion Clown,"News in Brief, SEE MORE: business, Vol 38 Issue 18, advertising"
5936,Extra-Extra-Large Man Finds T-Shirt,"Vol 41 Issue 47, SEE MORE: human interest, Radio News"
5937,Top Murder Weapons By Income,"Vol 38 Issue 18, SEE MORE: Statshot"
5938,Garrison Keillor Fully Deflates After Massive Sigh,"Vol 48 Issue 47, News in Photos, SEE MORE: News"
5939,Ask Raymond Carver,"Vol 38 Issue 18, SEE MORE: Advice"
5940,Rise Of The Far Right In Europe,"Vol 38 Issue 18, American Voices, SEE MORE: World"
5941,The Week In Pictures,"Vol 48 Issue 47, SEE MORE: News, Slideshow"
5942,Latest News Of Israeli-Palestinian Violence Makes Man Hungry For Falafel,"SEE MORE: World, News in Brief, war, food, foreign affairs, Vol 38 Issue 18"
5943,"Routine, Affordable Medical Procedure Put Off Another Year","News in Brief, SEE MORE: health, Vol 38 Issue 18"
5944,Shawn Parker,
5945,Last Beer In Six Pack Drunk With Plastic Rings Still Attached,"Vol 38 Issue 18, News in Photos, SEE MORE: alcohol"
5946,Friendship Blossoms Into Unrequited Love,"Vol 38 Issue 18, News in Photos, SEE MORE: friends, dating"
5947,Burglary Is The Sincerest Form Of Flattery,"Joseph Paltz, crime, Commentary, Economy, Vol 38 Issue 18, SEE MORE: Opinion"
5948,Outdoor-Music-Festival Grounds Mistaken For Refugee Camp,"News, SEE MORE: patriotism, summer music, music, Vol 43 Issue 28"
5949,"Horoscope for the week of May 15, 2002","Vol 38 Issue 18, SEE MORE: Horoscope"
5950,Report: Women Increasingly Choosing Dead-End Careers Over Dead-End Relationships,"News, SEE MORE: business, Vol 44 Issue 22, careers, jobs"
5951,New Stamp Honors 41-Cent Stamp,"Vol 44 Issue 22, SEE MORE: News in Photos"
5952,It Wouldn't Surprise You If This Headline Was About 318 People Being Shot In 12 Different Public Places,"Our Annual Year 2013, SEE MORE: News, Vol 49 Issue 06"
5953,"U.S. Census Overcounted By 36,000","SEE MORE: Opinion, American Voices, Vol 48 Issue 21"
5954,Study: 25-Foot-Tall Asian Women Remain Underrepresented In Media,"News in Brief, race, news media, SEE MORE: News, Vol 49 Issue 35"
5955,Nation's Cotton Candy Crop Ravaged By Carnival Weevils,"SEE MORE: News, Vol 48 Issue 21, Radio News"
5956,Egypt Holds First Presidential Elections,"SEE MORE: Opinion, American Voices, Vol 48 Issue 21"
5957,US Postal Service To End Saturday Mail Delivery,"SEE MORE: News, Vol 49 Issue 06, Infographic"
5958,Northeast Braces For Historic Blizzard,"SEE MORE: Opinion, American Voices, Vol 49 Issue 06"
5959,Target Demographic Growing Up Right Before Wistful Advertiser's Eyes,"News in Brief, SEE MORE: business, Vol 49 Issue 06"
5960,Entire Nation Pitches In To Save Yosemite,"News in Brief, SEE MORE: News, Vol 49 Issue 35"
5961,Vol 48 Issue 16,
5962,Nation’s Single Men Announce Plan To Change Bedsheets By 2019,"SEE MORE: News, Vol 49 Issue 35"
5963,"Experts Point To Long, Glorious History Of Successful U.S. Bombing Campaigns","News in Brief, barack obama, SEE MORE: News, Vol 49 Issue 35, war"
5964,Least Popular Hotel Perks,"SEE MORE: Opinion, Statshot, Vol 48 Issue 21"
5965,Skechers To Pay For Dubious Fitness Claims,"SEE MORE: Opinion, Vol 48 Issue 21, Infographic"
5966,The Week In Pictures,"SEE MORE: News, Vol 48 Issue 21, Slideshow"
5967,Monopoly To Replace Iron Game Piece With Cat,"SEE MORE: Opinion, American Voices, Vol 49 Issue 06"
5968,U.S. Cuts Aid To Pakistan,"SEE MORE: Opinion, American Voices, Vol 48 Issue 21"
5969,Undercurrent Of Inequality And Fear Roiling Just Beneath Surface Of '50s-Themed Diner,"SEE MORE: Lifestyle, News in Brief, Vol 48 Issue 21"
5970,10 Ways To Wow Slovenian Philosopher Slavoj Žižek In Bed,"SEE MORE: Lifestyle, Sunday Magazine, Vol 48 Issue 21"
5971,"February 26, 1913","SEE MORE: History, Vol 40 Issue 09"
5972,Where Are We Traveling To Find Ourselves?,"Vol 40 Issue 09, Statshot, SEE MORE: travel"
5973,Vol 31 Issue 13,
5974,"As Departmental Manager, I Vow To Learn Each Of Your Names","Ryan Meese, workplace, Commentary, office, Vol 40 Issue 09, SEE MORE: Opinion"
5975,Should The U.S. Help Haiti?,"Vol 40 Issue 09, American Voices, SEE MORE: World"
5976,Even Business Card Trying Too Hard,"Vol 40 Issue 09, News in Photos, SEE MORE: office"
5977,"Horoscope for the week of March 3, 2004","Vol 40 Issue 09, SEE MORE: Horoscope"
5978,Vol 30 Issue 11,
5979,Virulent Strain Of Soy Flu Traced To Single Tofurkey,"cooking, News in Brief, health, food, SEE MORE: Science & Technology, Vol 40 Issue 09"
5980,You Are The Most Beautiful Woman In The World Who Will Sleep With Me,"Vol 40 Issue 09, SEE MORE: Opinion, Phil Babcock, Commentary"
5981,What Are We Doing While Driving?,"Vol 41 Issue 35, Statshot, automotive, SEE MORE: travel"
5982,New Nietzschean Diet Lets You Eat Whatever You Fear Most,"News, fitness, cooking, health, food, SEE MORE: Science & Technology, Vol 40 Issue 09"
5983,The New CPR,"Vol 40 Issue 09, SEE MORE: Infographic"
5984,Masters In Writing Fails To Create Master Of Writing,"News in Brief, Vol 40 Issue 09, college, SEE MORE: education, books"
5985,Kids In Bus Accident Mocked By Kids In Passing Bus,"Vol 40 Issue 09, News in Photos, SEE MORE: elementary school"
5986,Botanists Making Great Strides In Stem Research,"News in Brief, Vol 41 Issue 35, health, science, SEE MORE: Science & Technology"
5987,Christian Science Pharmacist Refuses To Fill Any Prescription,"News in Photos, doctors, SEE MORE: jobs, christianity, Vol 41 Issue 35, medication"
5988,Man On Fire Calls For Increased Flame-Retardant Funding,"SEE MORE: health, government, Radio News, Vol 41 Issue 35, human interest"
5989,Atkins Diet Over,"trends, SEE MORE: business, Vol 41 Issue 35, fitness, American Voices"
5990,America's Homeless: Still The Best In The World?,"Vol 41 Issue 35, SEE MORE: human interest, poor, Sunday Magazine"
5991,"Hey, You Got Something To Eat?","A Goat, food, Commentary, animals, SEE MORE: Opinion, Vol 41 Issue 35"
5992,"August 27, 1946","fashion, Vol 41 Issue 35, history, History, SEE MORE: celebrities"
5993,"Horoscope for the week of August 31, 2005","Vol 41 Issue 35, SEE MORE: Horoscope"
5994,Vol 33 Issue 25,
5995,Gabe Mulroney,
5996,Vol 34 Issue 01,
5997,Reality TV's Integrity Questioned,"American Voices, SEE MORE: scandal, Vol 41 Issue 35"
5998,Mosquito's Life Cut Short,"SEE MORE: death, Vol 41 Issue 35, animals, Radio News"
5999,Vol 40 Issue 03,
6000,Ghost of Anne Frank: 'Stop Reading My Diary',"SEE MORE: death, supernatural, history, books, Vol 41 Issue 35, Radio News"
6001,Chinese Auto Industry,"industry, china, American Voices, Vol 41 Issue 35, SEE MORE: automotive"
6002,Brent Waldie,
6003,John Roberts,
6004,Barron Trump,
6005,"Report: Chris Christie Spent $$300K From Expense Account On Food, Drinks","SEE MORE: Opinion, Vol 51 Issue 19, Chris Christie, American Voices"
6006,Report: Authorities Recommend The Film 'You've Got Mail' For Those Snowed In Today,"News in Brief, SEE MORE: News, Vol 49 Issue 06"
6007,Grounded Plane Makes Snow Angel On Tarmac,"News in Photos, SEE MORE: News, Vol 49 Issue 06"
6008,Vol 43 Issue 24,
6009,Sweating Obama Admits Drone Strikes Have Been Happening On Their Own,"News in Brief, barack obama, SEE MORE: News, Vol 49 Issue 06, politicians"
6010,"Oh My Goodness, Nathan! Look How Tall You’re Getting!","SEE MORE: Lifestyle, Vol 49 Issue 06, Sunday Magazine"
6011,"Singers Told Not To Bare Breasts, Buttocks At Grammys","SEE MORE: Opinion, American Voices, Vol 49 Issue 06"
6012,Song Crafted In The Deepest Pit Of Hell Wins Big At Grammys,"News in Brief, SEE MORE: music, Vol 49 Issue 06"
6013,Kellyanne Conway,
6014,Tips For A Romantic Valentine's Day,"SEE MORE: Lifestyle, Vol 49 Issue 06, Infographic"
6015,The Week In Pictures,"SEE MORE: News, Vol 49 Issue 06, Slideshow"
6016,Mariah Spawns Twins,"SEE MORE: Opinion, Vol 47 Issue 18, American Voices"
6017,Friendly Dragon Added To U.S. Arsenal,"Radio News, Vol 47 Issue 18, SEE MORE: Science & Technology"
6018,Supreme Court Hinders Consumer Rights To Sue,"SEE MORE: Opinion, Vol 47 Issue 18, American Voices"
6019,Vol 40 Issue 30,
6020,Struggling American Airlines To Shutter Air Passenger Service To Focus On 'American Way' Magazine,"Vol 48 Issue 47, SEE MORE: News in Brief"
6021,U.S. Sets Tornado Record,"SEE MORE: Opinion, Vol 47 Issue 18, American Voices"
6022,Joseph Paltz,
6023,Edwin L. Gungahey,
6024,Emotionally Abusive Social Media Site Continuously Manipulating Woman Into Staying,"Internet, SEE MORE: News, Social Media, News in Brief, Vol 53 Issue 40"
6025,Report: You Have Won!,"News in Brief, SEE MORE: News, Vol 53 Issue 40"
6026,Researchers Forced To Scrap Another Sleep Study After Participants Murdered In Dreams By Serial Killer,"News in Brief, SEE MORE: News, Vol 53 Issue 40, death, science"
6027,Report: 17 New Species Of Bacteria Found Every Day In World’s Rainforest Cafés,"News in Brief, illness, dining, food, science, SEE MORE: News, Nature, Vol 53 Issue 40"
